Segment_ID,Phrase,clip,ID,clean_text,clean_text2,y,y_pred,confusion
K62NK2KYhws22,"There is much more you’ll learn about positioning your organization, product or service in Crack the Customer Mind Code along with how to use an effective unique selling proposition for each of the twelve common personas I’ve documented.",22,K62NK2KYhws,there is much more you’ll learn about positioning your organization product or service in crack the customer mind code along with how to use an effective unique selling proposition for each of the twelve common personas i’ve documented,much ’ learn positioning organization product service crack customer mind code along use effective unique selling proposition twelve common persona ’ documented,1,1,0
6slq62RwH3Q9,"So I said, so with that, with these kind of holidays its very very important to have, have that kind of gratitude and have that quality time with each other.",9,6slq62RwH3Q,so i said so with that with these kind of holidays its very very important to have have that kind of gratitude and have that quality time with each other,said kind holiday important kind gratitude quality time,1,0,1
2448176," So first off I'm not big into musicals myself, you may be, so you may like it a little better but (uhh) actually my parents love musicals and they hated this movie as well, is what they told me so (uhh)",6,244817, so first off im not big into musicals myself you may be so you may like it a little better but uhh actually my parents love musicals and they hated this movie as well is what they told me so uhh,first im big musical may may like little better uhh actually parent love musical hated movie well told uhh,-1,-1,0
25724712," Wasn't well executed, pretty formulaic, bad ending, wouldn't recommend watching it",12,257247, wasnt well executed pretty formulaic bad ending wouldnt recommend watching it,wasnt well executed pretty formulaic bad ending wouldnt recommend watching,-1,-1,0
2078121, It's got (uhh) Kirsten Dunst and Jay Hernandez and it's a really good movie,1,207812, its got uhh kirsten dunst and jay hernandez and its a really good movie,got uhh kirsten dunst jay hernandez really good movie,1,-1,2
CXvUdCdKTJY4,"""Needed more knowledge and more understanding",4,CXvUdCdKTJY,needed more knowledge and more understanding,needed knowledge understanding,0,1,1
IIPYcCii7Sg3,JARLSTROM WANTS TO TELL THE WORLD ABOUT WHAT HE FOUND,3,IIPYcCii7Sg,jarlstrom wants to tell the world about what he found,jarlstrom want tell world found,0,1,1
gPWyANEm0eE7,"Without them he would have been subjected to multiple respiration illnesses as he wouldn’t have been able to breathe and eat on his own; he would have had a very weak foundation of learning skills that are necessary to build upon with opportunities at school, and the toll on us, as a productive family and tax paying members of the community would have been by far greater.",7,gPWyANEm0eE,without them he would have been subjected to multiple respiration illnesses as he wouldn’t have been able to breathe and eat on his own he would have had a very weak foundation of learning skills that are necessary to build upon with opportunities at school and the toll on us as a productive family and tax paying members of the community would have been by far greater,without would subjected multiple respiration illness ’ able breathe eat would weak foundation learning skill necessary build upon opportunity school toll u productive family tax paying member community would far greater,-1,1,2
CVx494kExvc6,"-And in Canada, Sobeys is the first supermarket to offer customers a seafood traceability system.",6,CVx494kExvc,and in canada sobeys is the first supermarket to offer customers a seafood traceability system,canada sobeys first supermarket offer customer seafood traceability system,0,1,1
918444," (umm) This is really a kind of a thriller, it's (umm) it's on the fence between (umm) a gangster movie and a lesbian love story",4,91844, umm this is really a kind of a thriller its umm its on the fence between umm a gangster movie and a lesbian love story,umm really kind thriller umm fence umm gangster movie lesbian love story,0,-1,1
j1m6ctAgjsM29," And then throughout the rest of the week, we do a few different things",29,j1m6ctAgjsM, and then throughout the rest of the week we do a few different things,throughout rest week different thing,1,1,0
560067," (uhh) But it's just, it's just (stutter) a really gross movie",7,56006, uhh but its just its just stutter a really gross movie,uhh stutter really gross movie,-1,-1,0
1W38PnuWIkM2,Magodonga found this to be intolerable,2,1W38PnuWIkM,magodonga found this to be intolerable,magodonga found intolerable,0,1,1
741018, The whole plot line was (umm) just silly and stupid,8,74101, the whole plot line was umm just silly and stupid,whole plot line umm silly stupid,-1,-1,0
27062832," Maybe he was just given bad advice and made changes for the worse, or maybe, like I think, the actors, actresses, and director just weren't in this one wholeheartedly",32,270628, maybe he was just given bad advice and made changes for the worse or maybe like i think the actors actresses and director just werent in this one wholeheartedly,maybe given bad advice made change worse maybe like think actor actress director werent one wholeheartedly,-1,-1,0
ZXQkyX6prBQ7,We saw the most nominations ever for our corporate awards and celebrated winners in every region,7,ZXQkyX6prBQ,we saw the most nominations ever for our corporate awards and celebrated winners in every region,saw nomination ever corporate award celebrated winner every region,1,1,0
796443," It was really slow, it was boring, (uhh) the story line didn't make any sense at all",3,79644, it was really slow it was boring uhh the story line didnt make any sense at all,really slow boring uhh story line didnt make sense,-1,-1,0
562764, It was that dumb,4,56276, it was that dumb,dumb,-1,-1,0
2247726," (umm) Basically you have a little girl who ends up going to the north in this fantasy world with friends Iorek, (uhh) which is a ice bear, (umm) played by a (uhh) Ian McKellen's voice and (umm) runs into (uhh) unraveling (uhh) secrets of her past and of her future as she meets a variety of different people",6,224772, umm basically you have a little girl who ends up going to the north in this fantasy world with friends iorek uhh which is a ice bear umm played by a uhh ian mckellens voice and umm runs into uhh unraveling uhh secrets of her past and of her future as she meets a variety of different people,umm basically little girl end going north fantasy world friend iorek uhh ice bear umm played uhh ian mckellens voice umm run uhh unraveling uhh secret past future meet variety different people,0,0,0
